,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Finland","Total immigrant population 5 6","195"
,,,,,"Before 1980","85"
,,,,,"1980 to 1990","15"
,,,,,"1991 to 2000","10"
,,,,,"2001 to 2005","25"
,,,,,"2006 to 2010","10"
,,,,,"2011 to 2015","20"
,,,,,"2016 to 2021 7","25"
,,,,"Guernsey","Total immigrant population 5 6","0"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Iceland","Total immigrant population 5 6","20"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","10"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Ireland 11","Total immigrant population 5 6","540"
,,,,,"Before 1980","265"
,,,,,"1980 to 1990","50"
,,,,,"1991 to 2000","35"
,,,,,"2001 to 2005","40"
,,,,,"2006 to 2010","30"
,,,,,"2011 to 2015","35"
,,,,,"2016 to 2021 7","90"
,,,,"Isle of Man","Total immigrant population 5 6","0"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Jersey","Total immigrant population 5 6","10"
,,,,,"Before 1980","10"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Norway","Total immigrant population 5 6","125"
,,,,,"Before 1980","65"
,,,,,"1980 to 1990","15"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","10"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","15"
,,,,"Sark","Total immigrant population 5 6","0"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Svalbard and Jan Mayen","Total immigrant population 5 6","0"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Sweden","Total immigrant population 5 6","425"
,,,,,"Before 1980","100"
,,,,,"1980 to 1990","40"
,,,,,"1991 to 2000","55"
,,,,,"2001 to 2005","65"
,,,,,"2006 to 2010","40"
,,,,,"2011 to 2015","60"
,,,,,"2016 to 2021 7","65"
,,,,"United Kingdom 12","Total immigrant population 5 6","9,415"
,,,,,"Before 1980","5,300"
,,,,,"1980 to 1990","1,005"
,,,,,"1991 to 2000","725"
,,,,,"2001 to 2005","585"
,,,,,"2006 to 2010","550"
,,,,,"2011 to 2015","505"
,,,,,"2016 to 2021 7","740"
,,,,"Albania","Total immigrant population 5 6","2,135"
,,,,,"Before 1980","45"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","330"
,,,,,"2001 to 2005","620"
,,,,,"2006 to 2010","295"
,,,,,"2011 to 2015","405"
,,,,,"2016 to 2021 7","440"
,,,,"Andorra","Total immigrant population 5 6","25"
,,,,,"Before 1980","15"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Bosnia and Herzegovina","Total immigrant population 5 6","1,250"
,,,,,"Before 1980","80"
,,,,,"1980 to 1990","35"
,,,,,"1991 to 2000","960"
,,,,,"2001 to 2005","85"
,,,,,"2006 to 2010","30"
,,,,,"2011 to 2015","45"
,,,,,"2016 to 2021 7","15"
,,,,"Croatia","Total immigrant population 5 6","1,435"
,,,,,"Before 1980","815"
,,,,,"1980 to 1990","105"
,,,,,"1991 to 2000","305"
,,,,,"2001 to 2005","40"
,,,,,"2006 to 2010","25"
,,,,,"2011 to 2015","35"
,,,,,"2016 to 2021 7","120"
,,,,"Gibraltar","Total immigrant population 5 6","0"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Greece","Total immigrant population 5 6","15,620"
,,,,,"Before 1980","13,320"
,,,,,"1980 to 1990","1,120"
,,,,,"1991 to 2000","410"
,,,,,"2001 to 2005","95"
,,,,,"2006 to 2010","120"
,,,,,"2011 to 2015","300"
,,,,,"2016 to 2021 7","260"
,,,,"Holy See (Vatican City State)","Total immigrant population 5 6","0"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Italy","Total immigrant population 5 6","41,855"
,,,,,"Before 1980","38,295"
,,,,,"1980 to 1990","1,150"
,,,,,"1991 to 2000","560"
,,,,,"2001 to 2005","265"
,,,,,"2006 to 2010","445"
,,,,,"2011 to 2015","530"
,,,,,"2016 to 2021 7","610"
,,,,"Kosovo 13","Total immigrant population 5 6","505"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","190"
,,,,,"2001 to 2005","195"
,,,,,"2006 to 2010","25"
,,,,,"2011 to 2015","50"
,,,,,"2016 to 2021 7","35"
,,,,"Malta","Total immigrant population 5 6","30"
,,,,,"Before 1980","15"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","10"
,,,,,"2016 to 2021 7","0"
,,,,"Montenegro","Total immigrant population 5 6","140"
,,,,,"Before 1980","30"
,,,,,"1980 to 1990","20"
,,,,,"1991 to 2000","60"
,,,,,"2001 to 2005","10"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","10"
,,,,"North Macedonia","Total immigrant population 5 6","220"
,,,,,"Before 1980","25"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","20"
,,,,,"2001 to 2005","50"
,,,,,"2006 to 2010","75"
,,,,,"2011 to 2015","30"
,,,,,"2016 to 2021 7","10"
,,,,"Portugal","Total immigrant population 5 6","14,570"
,,,,,"Before 1980","9,090"
,,,,,"1980 to 1990","3,655"
,,,,,"1991 to 2000","1,050"
,,,,,"2001 to 2005","140"
,,,,,"2006 to 2010","240"
,,,,,"2011 to 2015","220"
,,,,,"2016 to 2021 7","170"
,,,,"San Marino","Total immigrant population 5 6","0"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Serbia 14","Total immigrant population 5 6","1,170"
,,,,,"Before 1980","400"
,,,,,"1980 to 1990","120"
,,,,,"1991 to 2000","340"
,,,,,"2001 to 2005","105"
,,,,,"2006 to 2010","70"
,,,,,"2011 to 2015","50"
,,,,,"2016 to 2021 7","80"
,,,,"Slovenia","Total immigrant population 5 6","415"
,,,,,"Before 1980","315"
,,,,,"1980 to 1990","15"
,,,,,"1991 to 2000","40"
,,,,,"2001 to 2005","15"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","10"
,,,,,"2016 to 2021 7","10"
,,,,"Spain","Total immigrant population 5 6","3,200"
,,,,,"Before 1980","1,640"
,,,,,"1980 to 1990","385"
,,,,,"1991 to 2000","135"
,,,,,"2001 to 2005","70"
,,,,,"2006 to 2010","180"
,,,,,"2011 to 2015","415"
,,,,,"2016 to 2021 7","370"
,,,,"Benin","Total immigrant population 5 6","2,265"
,,,,,"Before 1980","10"
,,,,,"1980 to 1990","30"
,,,,,"1991 to 2000","95"
,,,,,"2001 to 2005","130"
,,,,,"2006 to 2010","490"
,,,,,"2011 to 2015","735"
,,,,,"2016 to 2021 7","775"
,,,,"Burkina Faso","Total immigrant population 5 6","1,515"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","45"
,,,,,"2001 to 2005","145"
,,,,,"2006 to 2010","275"
,,,,,"2011 to 2015","555"
,,,,,"2016 to 2021 7","490"
,,,,"Cabo Verde","Total immigrant population 5 6","20"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","10"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Côte d'Ivoire","Total immigrant population 5 6","8,755"
,,,,,"Before 1980","35"
,,,,,"1980 to 1990","135"
,,,,,"1991 to 2000","360"
,,,,,"2001 to 2005","510"
,,,,,"2006 to 2010","1,715"
,,,,,"2011 to 2015","2,800"
,,,,,"2016 to 2021 7","3,200"
,,,,"Gambia","Total immigrant population 5 6","110"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","10"
,,,,,"1991 to 2000","45"
,,,,,"2001 to 2005","10"
,,,,,"2006 to 2010","20"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","15"
,,,,"Ghana","Total immigrant population 5 6","1,915"
,,,,,"Before 1980","60"
,,,,,"1980 to 1990","180"
,,,,,"1991 to 2000","930"
,,,,,"2001 to 2005","240"
,,,,,"2006 to 2010","170"
,,,,,"2011 to 2015","110"
,,,,,"2016 to 2021 7","225"
,,,,"Guinea","Total immigrant population 5 6","3,710"
,,,,,"Before 1980","40"
,,,,,"1980 to 1990","40"
,,,,,"1991 to 2000","360"
,,,,,"2001 to 2005","505"
,,,,,"2006 to 2010","925"
,,,,,"2011 to 2015","870"
,,,,,"2016 to 2021 7","960"
,,,,"Guinea-Bissau","Total immigrant population 5 6","20"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","10"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","10"
,,,,"Liberia","Total immigrant population 5 6","145"
,,,,,"Before 1980","10"
,,,,,"1980 to 1990","35"
,,,,,"1991 to 2000","40"
,,,,,"2001 to 2005","10"
,,,,,"2006 to 2010","30"
,,,,,"2011 to 2015","15"
,,,,,"2016 to 2021 7","15"
,,,,"Mali","Total immigrant population 5 6","1,425"
,,,,,"Before 1980","15"
,,,,,"1980 to 1990","20"
,,,,,"1991 to 2000","225"
,,,,,"2001 to 2005","130"
,,,,,"2006 to 2010","275"
,,,,,"2011 to 2015","250"
,,,,,"2016 to 2021 7","515"
,,,,"Mauritania","Total immigrant population 5 6","540"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","15"
,,,,,"2001 to 2005","60"
,,,,,"2006 to 2010","205"
,,,,,"2011 to 2015","120"
,,,,,"2016 to 2021 7","130"
,,,,"Niger","Total immigrant population 5 6","670"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","40"
,,,,,"2001 to 2005","90"
,,,,,"2006 to 2010","160"
,,,,,"2011 to 2015","175"
,,,,,"2016 to 2021 7","195"
,,,,"Nigeria","Total immigrant population 5 6","1,965"
,,,,,"Before 1980","40"
,,,,,"1980 to 1990","20"
,,,,,"1991 to 2000","220"
,,,,,"2001 to 2005","225"
,,,,,"2006 to 2010","245"
,,,,,"2011 to 2015","345"
,,,,,"2016 to 2021 7","870"
,,,,"Saint Helena, Ascension and Tristan da Cunha","Total immigrant population 5 6","0"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Senegal","Total immigrant population 5 6","5,760"
,,,,,"Before 1980","40"
,,,,,"1980 to 1990","120"
,,,,,"1991 to 2000","475"
,,,,,"2001 to 2005","440"
,,,,,"2006 to 2010","1,420"
,,,,,"2011 to 2015","1,770"
,,,,,"2016 to 2021 7","1,485"
,,,,"Sierra Leone","Total immigrant population 5 6","185"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","60"
,,,,,"2001 to 2005","35"
,,,,,"2006 to 2010","20"
,,,,,"2011 to 2015","20"
,,,,,"2016 to 2021 7","35"
,,,,"Togo","Total immigrant population 5 6","2,520"
,,,,,"Before 1980","15"
,,,,,"1980 to 1990","55"
,,,,,"1991 to 2000","150"
,,,,,"2001 to 2005","155"
,,,,,"2006 to 2010","455"
,,,,,"2011 to 2015","705"
,,,,,"2016 to 2021 7","975"
,,,,"Burundi","Total immigrant population 5 6","3,545"
,,,,,"Before 1980","60"
,,,,,"1980 to 1990","80"
,,,,,"1991 to 2000","295"
,,,,,"2001 to 2005","515"
,,,,,"2006 to 2010","630"
,,,,,"2011 to 2015","730"
,,,,,"2016 to 2021 7","1,245"
,,,,"Comoros","Total immigrant population 5 6","100"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","15"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","25"
,,,,,"2006 to 2010","30"
,,,,,"2011 to 2015","20"
,,,,,"2016 to 2021 7","10"
,,,,"Djibouti","Total immigrant population 5 6","575"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","15"
,,,,,"1991 to 2000","65"
,,,,,"2001 to 2005","50"
,,,,,"2006 to 2010","90"
,,,,,"2011 to 2015","115"
,,,,,"2016 to 2021 7","230"
,,,,"Eritrea","Total immigrant population 5 6","560"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","35"
,,,,,"1991 to 2000","85"
,,,,,"2001 to 2005","20"
,,,,,"2006 to 2010","75"
,,,,,"2011 to 2015","40"
,,,,,"2016 to 2021 7","300"
,,,,"Ethiopia","Total immigrant population 5 6","880"
,,,,,"Before 1980","80"
,,,,,"1980 to 1990","140"
,,,,,"1991 to 2000","280"
,,,,,"2001 to 2005","105"
,,,,,"2006 to 2010","75"
,,,,,"2011 to 2015","80"
,,,,,"2016 to 2021 7","115"
,,,,"Kenya","Total immigrant population 5 6","665"
,,,,,"Before 1980","240"
,,,,,"1980 to 1990","30"
,,,,,"1991 to 2000","90"
,,,,,"2001 to 2005","55"
,,,,,"2006 to 2010","80"
,,,,,"2011 to 2015","80"
,,,,,"2016 to 2021 7","90"
,,,,"Madagascar","Total immigrant population 5 6","2,855"
,,,,,"Before 1980","295"
,,,,,"1980 to 1990","525"
,,,,,"1991 to 2000","355"
,,,,,"2001 to 2005","295"
,,,,,"2006 to 2010","590"
,,,,,"2011 to 2015","445"
,,,,,"2016 to 2021 7","345"
,,,,"Malawi","Total immigrant population 5 6","30"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","10"
,,,,"Mauritius","Total immigrant population 5 6","6,310"
,,,,,"Before 1980","500"
,,,,,"1980 to 1990","945"
,,,,,"1991 to 2000","525"
,,,,,"2001 to 2005","415"
,,,,,"2006 to 2010","1,415"
,,,,,"2011 to 2015","1,755"
,,,,,"2016 to 2021 7","755"
,,,,"Mayotte","Total immigrant population 5 6","0"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Mozambique","Total immigrant population 5 6","185"
,,,,,"Before 1980","50"
,,,,,"1980 to 1990","65"
,,,,,"1991 to 2000","30"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","25"
,,,,,"2016 to 2021 7","10"
,,,,"Réunion","Total immigrant population 5 6","135"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","10"
,,,,,"2001 to 2005","10"
,,,,,"2006 to 2010","20"
,,,,,"2011 to 2015","60"
,,,,,"2016 to 2021 7","30"
,,,,"Rwanda","Total immigrant population 5 6","2,230"
,,,,,"Before 1980","20"
,,,,,"1980 to 1990","45"
,,,,,"1991 to 2000","380"
,,,,,"2001 to 2005","330"
,,,,,"2006 to 2010","375"
,,,,,"2011 to 2015","600"
,,,,,"2016 to 2021 7","485"
,,,,"Seychelles","Total immigrant population 5 6","650"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","60"
,,,,,"1991 to 2000","510"
,,,,,"2001 to 2005","40"
,,,,,"2006 to 2010","10"
,,,,,"2011 to 2015","20"
,,,,,"2016 to 2021 7","10"
,,,,"Somalia","Total immigrant population 5 6","485"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","25"
,,,,,"1991 to 2000","255"
,,,,,"2001 to 2005","80"
,,,,,"2006 to 2010","25"
,,,,,"2011 to 2015","45"
,,,,,"2016 to 2021 7","55"
,,,,"South Sudan","Total immigrant population 5 6","10"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Tanzania 15","Total immigrant population 5 6","575"
,,,,,"Before 1980","150"
,,,,,"1980 to 1990","55"
,,,,,"1991 to 2000","115"
,,,,,"2001 to 2005","55"
,,,,,"2006 to 2010","95"
,,,,,"2011 to 2015","80"
,,,,,"2016 to 2021 7","20"
,,,,"Uganda","Total immigrant population 5 6","365"
,,,,,"Before 1980","175"
,,,,,"1980 to 1990","20"
,,,,,"1991 to 2000","15"
,,,,,"2001 to 2005","20"
,,,,,"2006 to 2010","30"
,,,,,"2011 to 2015","30"
,,,,,"2016 to 2021 7","80"
,,,,"Zambia","Total immigrant population 5 6","110"
,,,,,"Before 1980","30"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","10"
,,,,,"2001 to 2005","15"
,,,,,"2006 to 2010","40"
,,,,,"2011 to 2015","10"
,,,,,"2016 to 2021 7","0"
,,,,"Zimbabwe","Total immigrant population 5 6","300"
,,,,,"Before 1980","15"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","15"
,,,,,"2001 to 2005","105"
,,,,,"2006 to 2010","100"
,,,,,"2011 to 2015","20"
,,,,,"2016 to 2021 7","40"
,,,,"Algeria","Total immigrant population 5 6","66,735"
,,,,,"Before 1980","820"
,,,,,"1980 to 1990","1,000"
,,,,,"1991 to 2000","9,620"
,,,,,"2001 to 2005","11,800"
,,,,,"2006 to 2010","16,110"
,,,,,"2011 to 2015","14,540"
,,,,,"2016 to 2021 7","12,840"
,,,,"Egypt","Total immigrant population 5 6","19,260"
,,,,,"Before 1980","5,595"
,,,,,"1980 to 1990","2,365"
,,,,,"1991 to 2000","2,170"
,,,,,"2001 to 2005","815"
,,,,,"2006 to 2010","2,155"
,,,,,"2011 to 2015","3,955"
,,,,,"2016 to 2021 7","2,205"
,,,,"Libya","Total immigrant population 5 6","825"
,,,,,"Before 1980","55"
,,,,,"1980 to 1990","40"
,,,,,"1991 to 2000","80"
,,,,,"2001 to 2005","95"
,,,,,"2006 to 2010","120"
,,,,,"2011 to 2015","195"
,,,,,"2016 to 2021 7","240"
,,,,"Morocco","Total immigrant population 5 6","60,545"
,,,,,"Before 1980","4,635"
,,,,,"1980 to 1990","3,795"
,,,,,"1991 to 2000","7,075"
,,,,,"2001 to 2005","11,105"
,,,,,"2006 to 2010","15,345"
,,,,,"2011 to 2015","10,820"
,,,,,"2016 to 2021 7","7,770"
,,,,"Sudan 16","Total immigrant population 5 6","295"
,,,,,"Before 1980","35"
,,,,,"1980 to 1990","45"
,,,,,"1991 to 2000","80"
,,,,,"2001 to 2005","25"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","10"
,,,,,"2016 to 2021 7","95"
,,,,"Tunisia","Total immigrant population 5 6","16,035"
,,,,,"Before 1980","440"
,,,,,"1980 to 1990","490"
,,,,,"1991 to 2000","1,140"
,,,,,"2001 to 2005","1,840"
,,,,,"2006 to 2010","2,785"
,,,,,"2011 to 2015","4,280"
,,,,,"2016 to 2021 7","5,060"
,,,,"Western Sahara","Total immigrant population 5 6","0"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Angola","Total immigrant population 5 6","665"
,,,,,"Before 1980","100"
,,,,,"1980 to 1990","80"
,,,,,"1991 to 2000","80"
,,,,,"2001 to 2005","160"
,,,,,"2006 to 2010","40"
,,,,,"2011 to 2015","60"
,,,,,"2016 to 2021 7","145"
,,,,"Cameroon","Total immigrant population 5 6","14,415"
,,,,,"Before 1980","35"
,,,,,"1980 to 1990","55"
,,,,,"1991 to 2000","445"
,,,,,"2001 to 2005","550"
,,,,,"2006 to 2010","2,220"
,,,,,"2011 to 2015","5,175"
,,,,,"2016 to 2021 7","5,930"
,,,,"Central African Republic","Total immigrant population 5 6","415"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","15"
,,,,,"1991 to 2000","25"
,,,,,"2001 to 2005","20"
,,,,,"2006 to 2010","100"
,,,,,"2011 to 2015","65"
,,,,,"2016 to 2021 7","180"
,,,,"Chad","Total immigrant population 5 6","605"
,,,,,"Before 1980","15"
,,,,,"1980 to 1990","10"
,,,,,"1991 to 2000","70"
,,,,,"2001 to 2005","130"
,,,,,"2006 to 2010","105"
,,,,,"2011 to 2015","135"
,,,,,"2016 to 2021 7","150"
,,,,"Congo, Democratic Republic of the","Total immigrant population 5 6","10,295"
,,,,,"Before 1980","270"
,,,,,"1980 to 1990","275"
,,,,,"1991 to 2000","2,200"
,,,,,"2001 to 2005","1,645"
,,,,,"2006 to 2010","1,640"
,,,,,"2011 to 2015","1,950"
,,,,,"2016 to 2021 7","2,315"
,,,,"Congo, Republic of the","Total immigrant population 5 6","1,480"
,,,,,"Before 1980","10"
,,,,,"1980 to 1990","20"
,,,,,"1991 to 2000","180"
,,,,,"2001 to 2005","290"
,,,,,"2006 to 2010","245"
,,,,,"2011 to 2015","315"
,,,,,"2016 to 2021 7","415"
,,,,"Equatorial Guinea","Total immigrant population 5 6","10"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Gabon","Total immigrant population 5 6","720"
,,,,,"Before 1980","15"
,,,,,"1980 to 1990","20"
,,,,,"1991 to 2000","40"
,,,,,"2001 to 2005","105"
,,,,,"2006 to 2010","200"
,,,,,"2011 to 2015","180"
,,,,,"2016 to 2021 7","170"
,,,,"Sao Tome and Principe","Total immigrant population 5 6","0"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Botswana","Total immigrant population 5 6","35"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","10"
,,,,,"2011 to 2015","30"
,,,,,"2016 to 2021 7","0"
,,,,"Eswatini","Total immigrant population 5 6","20"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","15"
,,,,,"2011 to 2015","10"
,,,,,"2016 to 2021 7","0"
,,,,"Lesotho","Total immigrant population 5 6","0"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Namibia","Total immigrant population 5 6","45"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","10"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","30"
,,,,"South Africa, Republic of","Total immigrant population 5 6","770"
,,,,,"Before 1980","155"
,,,,,"1980 to 1990","85"
,,,,,"1991 to 2000","100"
,,,,,"2001 to 2005","55"
,,,,,"2006 to 2010","105"
,,,,,"2011 to 2015","120"
,,,,,"2016 to 2021 7","140"
,,,,"Afghanistan","Total immigrant population 5 6","7,835"
,,,,,"Before 1980","25"
,,,,,"1980 to 1990","180"
,,,,,"1991 to 2000","2,075"
,,,,,"2001 to 2005","1,515"
,,,,,"2006 to 2010","1,260"
,,,,,"2011 to 2015","1,100"
,,,,,"2016 to 2021 7","1,680"
,,,,"Armenia","Total immigrant population 5 6","1,585"
,,,,,"Before 1980","145"
,,,,,"1980 to 1990","190"
,,,,,"1991 to 2000","350"
,,,,,"2001 to 2005","165"
,,,,,"2006 to 2010","150"
,,,,,"2011 to 2015","315"
,,,,,"2016 to 2021 7","265"
,,,,"Azerbaijan","Total immigrant population 5 6","335"
,,,,,"Before 1980","15"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","85"
,,,,,"2001 to 2005","60"
,,,,,"2006 to 2010","85"
,,,,,"2011 to 2015","70"
,,,,,"2016 to 2021 7","15"
,,,,"Bahrain","Total immigrant population 5 6","75"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","10"
,,,,,"1991 to 2000","10"
,,,,,"2001 to 2005","15"
,,,,,"2006 to 2010","10"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","25"
,,,,"Cyprus","Total immigrant population 5 6","290"
,,,,,"Before 1980","155"
,,,,,"1980 to 1990","70"
,,,,,"1991 to 2000","30"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","10"
,,,,,"2016 to 2021 7","15"
,,,,"Georgia","Total immigrant population 5 6","365"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","160"
,,,,,"2001 to 2005","50"
,,,,,"2006 to 2010","65"
,,,,,"2011 to 2015","50"
,,,,,"2016 to 2021 7","30"
,,,,"Iran 17","Total immigrant population 5 6","18,915"
,,,,,"Before 1980","365"
,,,,,"1980 to 1990","1,895"
,,,,,"1991 to 2000","3,235"
,,,,,"2001 to 2005","1,200"
,,,,,"2006 to 2010","2,040"
,,,,,"2011 to 2015","6,265"
,,,,,"2016 to 2021 7","3,915"
,,,,"Iraq","Total immigrant population 5 6","3,340"
,,,,,"Before 1980","275"
,,,,,"1980 to 1990","280"
,,,,,"1991 to 2000","840"
,,,,,"2001 to 2005","265"
,,,,,"2006 to 2010","570"
,,,,,"2011 to 2015","560"
,,,,,"2016 to 2021 7","545"
,,,,"Israel","Total immigrant population 5 6","4,660"
,,,,,"Before 1980","1,320"
